,sentiment,text,confidence
823,positive, The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005,1.0
824,positive, The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01,1.0
825,positive," The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America",1.0
826,positive, The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably,1.0
827,positive, These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007,1.0
828,positive, This will bring cost savings of about EUR 3mn a year,1.0
829,positive," Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year",1.0
830,positive," 2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year",1.0
831,positive, 28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier,1.0
832,positive," 3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal",1.0
833,positive," 4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal",1.0
834,positive," Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order",1.0
835,positive," EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009",1.0
836,positive," Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009",1.0
837,positive, Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005,1.0
838,positive," Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005",1.0
839,positive," Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006",1.0
840,positive," Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05",1.0
841,positive, Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier,1.0
842,positive," In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009",1.0
843,positive, It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel,1.0
844,positive," Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint",1.0
845,positive," ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million@positive ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU@positive Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management",1.0
846,positive," mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006",1.0
847,positive," Net sales will , however , increase from 2005",1.0
848,positive, Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007,1.0
849,positive," Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year",1.0
850,positive, Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007,1.0
851,positive," Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur",1.0
852,positive," Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006",1.0
853,positive, Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005,1.0
854,positive," Russian export duties will activate harvesting in Finland , and sales in Russia will increase also",1.0
855,positive, The company expects net sales to significantly increase from 2009,1.0
856,positive," The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004",1.0
857,positive, The optimization of the steel components heating process will reduce the energy consumption,1.0
858,positive, This new partnership agreement represents a significant milestone for both parties,1.0
859,positive," Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004",1.0
860,neutral," - Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital",1.0
861,neutral, The forecast for 2012 is 3.3 %,1.0
862,neutral," The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares",1.0
863,neutral, The company is listed on the Nordic Exchange in Helsinki,1.0
864,neutral," Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore",1.0
865,neutral," It will be operated by Nokia , and supported by its Nokia NetAct network and service management system",1.0
866,neutral, Comptel Corporation will publish its financial statements for 2008 on 12 February 2009,1.0
867,neutral, The shops are located in the capital region and the Paijat-Hame region,1.0
868,neutral, The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people,1.0
869,neutral," On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases",1.0
870,neutral, Name of Company in which holdings have been acquired : Citycon Oyj 2,1.0
871,neutral," BasWare is headquartered in Espoo , Finland",1.0
872,neutral," The store is located in Poznan in a shopping center named Pestka , the company added",1.0
873,neutral," The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business",1.0
874,neutral," Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents",1.0
875,neutral," Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide",1.0
876,neutral," According to latest information , Benefon will launch its Twig device on 20 September 2006",1.0
877,neutral, He will report to CapMan Plc 's CEO Heikki Westerlund,1.0
878,neutral, The price will be specified at the completion date,1.0
879,neutral, A total of $ 78 million will be invested in the project,1.0
880,neutral," Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO",1.0
881,neutral," ` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation",1.0
882,neutral, `` There is no room to modify the share component as we have already indicated . ''@neutral `` We could be there,1.0
883,neutral," 1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place",1.0
884,neutral," 128,538 shares can still be subscribed for with Series E share options , max",1.0
885,neutral," 561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan",1.0
886,neutral," A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo",1.0
887,neutral, A meeting of Glisten shareholders to vote on the bid will be held on 12 March,1.0
888,neutral," A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401",1.0
889,neutral," About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems",1.0
890,neutral," About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other",1.0
891,neutral, Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards,1.0
892,neutral, Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business,1.0
893,neutral," According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom",1.0
894,neutral," According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007",1.0
895,neutral," According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest",1.0
896,neutral," According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia",1.0
897,neutral," According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights",1.0
898,neutral," After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation",1.0
899,neutral, Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki,1.0
900,neutral, Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki,1.0
901,neutral, All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26,1.0
902,neutral," Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees",1.0
903,neutral, Almost the entire office building will be occupied by Metso,1.0
904,neutral, Also the development of online businesses will continue,1.0
905,neutral, As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy,1.0
906,neutral," As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share",1.0
907,neutral, at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9,1.0
908,neutral," At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 %",1.0
909,neutral," At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions",1.0
910,neutral, Autotank Group is part of Aspo 's Systems Division,1.0
911,neutral," Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China",1.0
912,neutral," Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000",1.0
913,neutral," CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value",1.0
914,neutral, Catalysts segment includes refinery catalysts and polyolefin catalysts product categories,1.0
915,neutral," Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey",1.0
916,neutral," Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height",1.0
917,neutral," Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros",1.0
918,neutral," COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited@neutral Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space",1.0
919,neutral, Currency conversions are based on exchange rates at the time of the deal,1.0
920,neutral," Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China",1.0
921,neutral," Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments",1.0
922,neutral," Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc.",1.0
923,neutral, Each share is entitled to one vote,1.0
924,neutral, Each year the dividend is deducted from the subscription price,1.0
925,neutral, Earnings per share EPS amounted to EUR0 .01,1.0
926,neutral, Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers,1.0
927,neutral, Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd.,1.0
928,neutral, Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks,1.0
929,neutral," Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007",1.0
930,neutral," Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group",1.0
931,neutral," Ethanol would be made from barley , and production could start in 2008",1.0
932,neutral," EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications",1.0
933,neutral, Exel is headquartered in Mantyharju in Finland,1.0
934,neutral," Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !@neutral Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement",1.0
935,neutral," FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions",1.0
936,neutral, Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010,1.0
937,neutral," Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported",1.0
938,neutral, Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012,1.0
939,neutral, Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation,1.0
940,neutral," Following the issue , the new shares will constitute 10 percent of the firm 's capital",1.0
941,neutral," Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people",1.0
942,neutral," Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List",1.0
943,neutral, Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011,1.0
944,neutral, GyPSii service supports ten different languages including Korean and Russian,1.0
945,neutral, He confirmed his view on July 6,1.0
946,neutral," However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell",1.0
947,neutral," HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time",1.0
948,neutral," If Honkarakenne starts production there , it will need a partner for sawmill operations",1.0
949,neutral," In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy",1.0
950,neutral," In future , the plant will focus on the production of flange profiles for wind farm towers",1.0
951,neutral," Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010",1.0
952,neutral, IonPhasE 's second major owner is venture capital firm Aura Capital,1.0
953,neutral," Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland",1.0
954,neutral," ITG 's share in the deal is estimated at some 500,000 euro $ 627,000",1.0
955,neutral," Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy",1.0
956,neutral," Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola",1.0
957,neutral," Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings",1.0
958,neutral, Kemira 's partner in the project is St. Petersburg Water Works,1.0
959,neutral, KONE is listed on the Nordic Exchange in Helsinki,1.0
960,neutral," L&T is operative in Finland , Sweden , Latvia , Russia and Norway",1.0
961,neutral, Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc.,1.0
962,neutral," LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council",1.0
963,neutral," China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country",1.0
964,neutral," Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities",1.0
965,neutral, Metso 's delivery will include a complete coated board line with related air systems and two winders,1.0
966,neutral, Most of the dividend will go to the Grimaldi family,1.0
967,neutral, Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply,1.0
968,neutral," Net investment income@neutral no compensation for its news , opinions or distributions",1.0
969,neutral, No financial details were disclosed,1.0
970,neutral," Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US",1.0
971,neutral, Officials did not disclose the contract value,1.0
972,neutral, Otherwise the situation is under control,1.0
973,neutral," Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein",1.0
974,neutral," Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein",1.0
975,neutral," Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009",1.0
976,neutral, Payment of shares shall be effected on subscription,1.0
977,neutral," PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003",1.0
978,neutral," Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors",1.0
979,neutral, Production is scheduled to start by the end of April 2007,1.0
980,neutral," Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009@neutral Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V",1.0
981,neutral, Raute is listed on the Nordic exchange in Helsinki,1.0
982,neutral, Registration is required,1.0
983,neutral, Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release,1.0
984,neutral," rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila",1.0
985,neutral, Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway,1.0
986,neutral," Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India",1.0
987,neutral, Saunalahti is a part of the Elisa group,1.0
988,neutral," says Brian Burton , Head of IT Security , Vodafone UK",1.0
989,neutral," Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company",1.0
990,neutral, Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010,1.0
991,neutral," Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel",1.0
992,neutral," SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena",1.0
993,neutral," SSH Communications Security Corporation is headquartered in Helsinki , Finland",1.0
994,neutral," SSH Communications Security Corporation is headquartered in Helsinki , Finland",1.0
995,neutral," Steek , which was set up in 2002 , is based in Bordeaux , southwestern France",1.0
996,neutral," STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com",1.0
997,neutral," Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''@neutral Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland",1.0
998,neutral, Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index,1.0
999,neutral," Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks",1.0
1000,neutral, Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki,1.0
1001,neutral, Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas,1.0
1002,neutral," The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught",1.0
1003,neutral," The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",1.0
1004,neutral, The acquisition price was not disclosed,1.0
1005,neutral, The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors,1.0
1006,neutral," The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier",1.0
1007,neutral, The Board of Directors was authorized to decide on other terms of the share issue,1.0
1008,neutral, The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45,1.0
1009,neutral," The buildings , with about 40 condominiums each , will be built in 4 or 5 stages",1.0
1010,neutral," The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania",1.0
1011,neutral, The capital structure of Solidium may be complemented by other financial instruments in the future,1.0
1012,neutral, The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki,1.0
1013,neutral," The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills",1.0
1014,neutral," The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex",1.0
1015,neutral," The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance",1.0
1016,neutral, The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006,1.0
1017,neutral, The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting,1.0
1018,neutral," The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets",1.0
1019,neutral, The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki,1.0
1020,neutral, The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS,1.0
1021,neutral, The company then said it will focus its resources on clinical research,1.0
1022,neutral, The Company turnover amounted to MEUR 27.9 in 2007,1.0
1023,neutral, The company website is www.ahlstrom.com,1.0
1024,neutral, The company will be part of Teleste 's Video and Broadband Solutions business area,1.0
1025,neutral," The company will publish its financial statement for 2008 on February 25 , 2009",1.0
1026,neutral, The company will release its 2010 results on 11 February 2011,1.0
1027,neutral, The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations,1.0
1028,neutral," The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International",1.0
1029,neutral, The contract includes heating plant equipment and associated installation work,1.0
1030,neutral, The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes,1.0
1031,neutral," The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says",1.0
1032,neutral, The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk,1.0
1033,neutral, The customers will have an access to integrated propeller and gear packages from one source,1.0
1034,neutral, The deal is subject to approval by the Norwegian competition authorities,1.0
1035,neutral, The deal means that ten persons in three countries will transfer to Tieto,1.0
1036,neutral, The deal will have no significant effect on the acquiring company 's equity ratio,1.0
1037,neutral, The deliveries are scheduled for the summer and autumn of 2008,1.0
1038,neutral," The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia",1.0
1039,neutral," The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year",1.0
1040,neutral," The final price will be specified by 14 May 2010 , the acquiring company said",1.0
1041,neutral," The firm 's UK head office is in Rugby Road , Lutterworth",1.0
1042,neutral, The first group of customers to be trained will be paint-shop owners and their assistants,1.0
1043,neutral, The first stage of the contract covers 133 stores and 600 cash registers,1.0
1044,neutral," The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland",1.0
1045,neutral, The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress,1.0
1046,neutral, The front surfaces of these valve plates are directed towards each other,1.0
1047,neutral," The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic",1.0
1048,neutral, The increase range will vary up to 10 %,1.0
1049,neutral," The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April",1.0
1050,neutral," The latest date for registration is on 4 April , 2006",1.0
1051,neutral, The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages,1.0
1052,neutral," The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group",1.0
1053,neutral," The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000",1.0
1054,neutral, The maximum number of new shares to be offered is 22 million,1.0
1055,neutral, The measures taken will cause one-time costs during the final part of 2006,1.0
1056,neutral," The mill will have capacity to produce 500,000 tonnes of pulp per year",1.0
1057,neutral," The money will be spread mainly over 2011 and 2012 , the company said",1.0
1058,neutral," The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree",1.0
1059,neutral," The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc.",1.0
1060,neutral, The new organization consists of two business units : Charging & Messaging and Finance & Administration,1.0
1061,neutral, The new SEPA cads will replace Finnish bank cards,1.0
1062,neutral," The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network",1.0
1063,neutral," The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine",1.0
1064,neutral," The order includes a new Crecent former , headbox , and reel",1.0
1065,neutral, The output of the contracts totals 72 MWe,1.0
1066,neutral," The parties have agreed not to disclose the price of the deal , the group said in a press release",1.0
1067,neutral, The parties have agreed not to disclose the transaction value,1.0
1068,neutral," The payment date is March 25 , 2010",1.0
1069,neutral," The platform is based built on Intel s second-generation MID platform , called Moorestown",1.0
1070,neutral," The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue",1.0
1071,neutral, The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting,1.0
1072,neutral, The purchase sum is about EUR 10mn US$ 12.97 mn,1.0
1073,neutral," The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines",1.0
1074,neutral," The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates",1.0
1075,neutral," The sale will be finalized in September or October , the company said",1.0
1076,neutral," The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares",1.0
1077,neutral," The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights",1.0
1078,neutral, The ship unloader is totally enclosed along the entire conveying line to the storage facilities,1.0
1079,neutral, The site will cover over six hectares,1.0
1080,neutral, Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there,1.0
1081,neutral, They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi,1.0
1082,neutral, This release is not an offer of securities for sale into the United States or elsewhere,1.0
